base_year,series,year,month,state,sector,division,group,class,sub_class,item,code,index,inflation,imputation
2024,Current,2025,January,All India,Combined,"Housing, water, electricity, gas and other fuels","Maintenance, repair and security of the dwelling","Services for the maintenance, repair and security of the dwelling","Services for the maintenance, repair and security of the dwelling",Watchmen/security guard,04.3.2.0.2.03,101.11,*,N
2024,Current,2025,January,All India,Combined,"Housing, water, electricity, gas and other fuels","Maintenance, repair and security of the dwelling","Services for the maintenance, repair and security of the dwelling","Services for the maintenance, repair and security of the dwelling",Other consumer rent,04.3.2.0.2.04,100.40,*,N
2024,Current,2025,January,All India,Combined,"Housing, water, electricity, gas and other fuels",Water supply and miscellaneous services relating to the dwelling,Water supply,Water charges,Water charges,04.4.1.1.2.01,100.27,*,N
2024,Current,2025,January,All India,Combined,"Housing, water, electricity, gas and other fuels",Water supply and miscellaneous services relating to the dwelling,Other services related to the dwelling,Other services related to the dwelling n.e.c.,Sweeper,04.4.4.9.2.01,100.81,*,N
2024,Current,2025,January,All India,Combined,"Housing, water, electricity, gas and other fuels","Electricity, gas and other fuels",Electricity,Electricity,Electricity charges,04.5.1.0.2.01,100.41,*,N
2024,Current,2025,January,All India,Combined,"Housing, water, electricity, gas and other fuels","Electricity, gas and other fuels",Gas,LPG Cylinders and Piped natural gas,LPG cylinder and piped natural gas,04.5.2.2.1.01,98.68,*,N
2024,Current,2025,January,All India,Combined,"Housing, water, electricity, gas and other fuels","Electricity, gas and other fuels",Liquid fuels,Liquid fuels,Kerosene,04.5.3.0.1.01,98.65,*,N
2024,Current,2025,January,All India,Combined,"Housing, water, electricity, gas and other fuels","Electricity, gas and other fuels",Liquid fuels,Liquid fuels,Kerosene PDS,04.5.3.0.1.02,93.63,*,N
2024,Current,2025,January,All India,Combined,"Housing, water, electricity, gas and other fuels","Electricity, gas and other fuels",Solid fuels,Coal,Coal,04.5.4.1.1.01,101.95,*,N
2024,Current,2025,January,All India,Combined,"Housing, water, electricity, gas and other fuels","Electricity, gas and other fuels",Solid fuels,Firewood and chips,Firewood and chips,04.5.4.2.1.01,103.31,*,N
2024,Current,2025,January,All India,Combined,"Housing, water, electricity, gas and other fuels","Electricity, gas and other fuels",Solid fuels,Charcoal,Charcoal,04.5.4.3.1.01,103.16,*,N
2024,Current,2025,January,All India,Combined,"Housing, water, electricity, gas and other fuels","Electricity, gas and other fuels",Solid fuels,Other solid fuels,Dung cake,04.5.4.9.1.01,103.39,*,N
2024,Current,2025,January,All India,Combined,"Housing, water, electricity, gas and other fuels","Electricity, gas and other fuels",Solid fuels,Other solid fuels,Fuel (biogas and gobar gas),04.5.4.9.1.02,103.62,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance","Furniture, furnishings, and loose carpets","Furniture, furnishings and loose carpets",Household furniture,"Chair, stool, bench and table",05.1.1.1.1.01,102.76,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance","Furniture, furnishings, and loose carpets","Furniture, furnishings and loose carpets",Household furniture,Almirah and dressing table,05.1.1.1.1.02,102.24,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance","Furniture, furnishings, and loose carpets","Furniture, furnishings and loose carpets",Household furniture,Bedstead,05.1.1.1.1.03,103.34,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance","Furniture, furnishings, and loose carpets","Furniture, furnishings and loose carpets",Household furniture,Other furniture and fixtures,05.1.1.1.1.04,102.06,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance","Furniture, furnishings, and loose carpets","Furniture, furnishings and loose carpets",Lighting equipment,"Lantern, lamp, electric lampshade and emergency light",05.1.1.3.1.01,101.24,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance","Furniture, furnishings, and loose carpets","Furniture, furnishings and loose carpets",Lighting equipment,"Other electric bulb, tubelight and decorative lights",05.1.1.3.1.02,100.69,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance","Furniture, furnishings, and loose carpets","Furniture, furnishings and loose carpets","Furnishings, loose carpets and rugs","Carpet, daree and other floor mattings",05.1.1.4.1.01,102.38,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance","Furniture, furnishings, and loose carpets","Furniture, furnishings and loose carpets","Furnishings, loose carpets and rugs","Paintings, drawings and engravings",05.1.1.4.1.02,102.21,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Household textiles,Household textiles,Furnishing fabrics and curtains,"Cloth for upholstery, curtains, tablecloth etc.",05.2.1.1.1.01,102.03,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Household textiles,Household textiles,Bed linen and bedding,Bed sheet and bed cover,05.2.1.2.1.01,102.56,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Household textiles,Household textiles,Bed linen and bedding,Rug and blanket,05.2.1.2.1.02,103.33,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Household textiles,Household textiles,Bed linen and bedding,Pillow and cushion,05.2.1.2.1.03,102.63,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Household textiles,Household textiles,Bed linen and bedding,Quilt and mattress,05.2.1.2.1.04,103.07,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Household textiles,Household textiles,Bed linen and bedding,Mosquito net,05.2.1.2.1.05,102.33,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Household textiles,Household textiles,Bed linen and bedding,Bedding,05.2.1.2.1.06,101.30,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Household appliances,Major electric and other household appliances,Major kitchen appliances,Refrigerator/freezers,05.3.1.1.1.01,100.21,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Household appliances,Major electric and other household appliances,Major kitchen appliances,"stove, gas burner and induction",05.3.1.1.1.02,101.48,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Household appliances,Major electric and other household appliances,Major laundry appliances,Washing machine,05.3.1.2.1.01,100.85,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Household appliances,Major electric and other household appliances,Heaters and air conditioners,Air conditioner,05.3.1.3.1.01,100.10,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Household appliances,Major electric and other household appliances,Heaters and air conditioners,Air cooler,05.3.1.3.1.02,99.65,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Household appliances,Major electric and other household appliances,Heaters and air conditioners,Geysers and sterilizers,05.3.1.3.1.03,101.53,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Household appliances,Major electric and other household appliances,Heaters and air conditioners,Electric air heaters and blowers,05.3.1.3.1.04,102.11,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Household appliances,Major electric and other household appliances,Heaters and air conditioners,"Ventilation system such as exhaust, chimney, etc.",05.3.1.3.1.05,101.03,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Household appliances,Major electric and other household appliances,Other major household appliances,Water purifier,05.3.1.9.1.01,101.38,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Household appliances,Major electric and other household appliances,Other major household appliances,"Inverter, generators and stabilizers",05.3.1.9.1.02,101.80,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Household appliances,Major electric and other household appliances,Other major household appliances,Sewing machine,05.3.1.9.1.03,101.03,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Household appliances,Major electric and other household appliances,Other major household appliances,Air purifier,05.3.1.9.1.04,101.64,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Household appliances,Major electric and other household appliances,Other major household appliances,Other machines for household work,05.3.1.9.1.05,102.05,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Household appliances,Major electric and other household appliances,Other major household appliances,Other durables,05.3.1.9.1.06,101.54,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Household appliances,Small household appliances,Small appliances for the cooking and processing of food,"Mixer/grinder, juicer and food processor",05.3.2.1.1.01,101.11,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Household appliances,Small household appliances,Small appliances for the cooking and processing of food,Other cooking/ household appliances,05.3.2.1.1.02,101.03,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Household appliances,Small household appliances,Other small household appliances,Electric fan,05.3.2.9.1.01,100.86,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Household appliances,Small household appliances,Other small household appliances,Bathroom and sanitary equipment,05.3.2.9.1.02,101.96,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Household appliances,Small household appliances,Other small household appliances,"Electric iron, heater, toaster, micro-oven, electric kettle, vacuum cleaner and other electric heating appliances",05.3.2.9.1.03,101.16,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance","Glassware, tableware and household utensils","Glassware, tableware and household utensils","Glassware, crystal ware, ceramic ware and china ware",Glassware,05.4.0.1.1.01,102.32,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance","Glassware, tableware and household utensils","Glassware, tableware and household utensils",Kitchen utensils and articles,Bucket and other plastic goods,05.4.0.3.1.01,102.22,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance","Glassware, tableware and household utensils","Glassware, tableware and household utensils",Kitchen utensils and articles,Stainless steel utensils,05.4.0.3.1.02,103.10,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance","Glassware, tableware and household utensils","Glassware, tableware and household utensils",Kitchen utensils and articles,Water bottle/feeding bottle,05.4.0.3.1.03,101.40,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance","Glassware, tableware and household utensils","Glassware, tableware and household utensils",Kitchen utensils and articles,"Casseroles, thermos, flask and thermoware",05.4.0.3.1.04,101.92,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance","Glassware, tableware and household utensils","Glassware, tableware and household utensils",Kitchen utensils and articles,"Other metal utensils (non-stick cookware, etc.)",05.4.0.3.1.05,102.05,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance","Glassware, tableware and household utensils","Glassware, tableware and household utensils",Kitchen utensils and articles,Other crockery and utensils,05.4.0.3.1.06,102.22,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance","Glassware, tableware and household utensils","Glassware, tableware and household utensils",Kitchen utensils and articles,Pressure cooker/ pressure pan,05.4.0.3.1.07,102.44,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Tools and equipment for house and garden,Non-motorized tools and miscellaneous accessories,Miscellaneous accessories,"LED bulb, CFL bulbs",05.5.2.2.1.01,99.82,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Tools and equipment for house and garden,Non-motorized tools and miscellaneous accessories,Miscellaneous accessories,Electric batteries,05.5.2.2.1.02,101.44,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Tools and equipment for house and garden,Non-motorized tools and miscellaneous accessories,Miscellaneous accessories,Other minor durable-type goods,05.5.2.2.1.03,101.71,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Goods and services for routine household maintenance,Non-durable household goods,Household cleaning and maintenance products,Washing soap/soda/powder/liquid detergent,05.6.1.1.1.01,101.08,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Goods and services for routine household maintenance,Non-durable household goods,Household cleaning and maintenance products,"Floor cleaner, toilet cleaner",05.6.1.1.1.02,102.14,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Goods and services for routine household maintenance,Non-durable household goods,Household cleaning and maintenance products,Other washing requisites,05.6.1.1.1.03,100.73,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Goods and services for routine household maintenance,Non-durable household goods,Other non-durable household goods,Incense (agarbatti) and room freshener,05.6.1.9.1.01,100.95,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Goods and services for routine household maintenance,Non-durable household goods,Other non-durable household goods,"Mosquito repellent, insecticide, anti-rodent, etc.",05.6.1.9.1.02,101.73,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Goods and services for routine household maintenance,Non-durable household goods,Other non-durable household goods,"Earthenware, paperware, thermocol plates, etc.",05.6.1.9.1.03,101.46,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Goods and services for routine household maintenance,Non-durable household goods,Other non-durable household goods,Matchbox,05.6.1.9.1.04,100.53,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Goods and services for routine household maintenance,Non-durable household goods,Other non-durable household goods,Candle,05.6.1.9.1.05,100.86,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Goods and services for routine household maintenance,Non-durable household goods,Other non-durable household goods,Other petty articles,05.6.1.9.1.06,101.79,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Goods and services for routine household maintenance,Domestic services and household services,Domestic services provided by paid staff,Domestic helper/cook,05.6.2.1.2.01,100.55,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Goods and services for routine household maintenance,Domestic services and household services,Domestic services provided by paid staff,Driver,05.6.2.1.2.02,101.23,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Goods and services for routine household maintenance,Domestic services and household services,Domestic services provided by paid staff,"Attendant, babysitter",05.6.2.1.2.03,100.60,*,N
2024,Current,2025,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Goods and services for routine household maintenance,Domestic services and household services,Other consumer services excluding conveyance,Other consumer services excluding conveyance,05.6.2.9.2.01,101.23,*,N
2024,Current,2025,January,All India,Combined,Health,Medicines and health products,Medicines,Medicines and vaccines,Medicine,06.1.1.1.1.01,102.01,*,N
2024,Current,2025,January,All India,Combined,Health,Medicines and health products,Medicines,Health supplements,Health supplements (chawanprash),06.1.1.2.1.01,101.17,*,N
2024,Current,2025,January,All India,Combined,Health,Medicines and health products,Medical products,Medical diagnostic products,Other medical equipment,06.1.2.1.1.01,100.95,*,N
2024,Current,2025,January,All India,Combined,Health,Medicines and health products,Medical products,Family planning devices,Family planning devices,06.1.2.2.1.01,100.01,*,N
2024,Current,2025,January,All India,Combined,Health,Medicines and health products,Medical products,Treatment devices for personal use,Nebulizer,06.1.2.3.1.01,100.54,*,N
2024,Current,2025,January,All India,Combined,Health,Medicines and health products,Assistive products,Assistive products for vision,"Spectacles/goggles, contact lenses",06.1.3.1.1.01,101.54,*,N
2024,Current,2025,January,All India,Combined,Health,Medicines and health products,Assistive products,Assistive products for hearing and communication,Hearing aids and orthopaedic equipment,06.1.3.2.1.01,100.93,*,N
2024,Current,2025,January,All India,Combined,Health,Medicines and health products,Assistive products,Assistive products for mobility and daily living,Massager,06.1.3.3.1.01,101.01,*,N
2024,Current,2025,January,All India,Combined,Health,Medicines and health products,Assistive products,Assistive products for mobility and daily living,Wheelchair,06.1.3.3.1.02,101.12,*,N
2024,Current,2025,January,All India,Combined,Health,Outpatient care services,Other outpatient care services,Outpatient curative and rehabilitative services,Doctor's/surgeon's fee,06.2.3.1.2.01,101.22,*,N
2024,Current,2025,January,All India,Combined,Health,Outpatient care services,Other outpatient care services,Outpatient curative and rehabilitative services,Other medical expenses,06.2.3.1.2.02,101.16,*,N
2024,Current,2025,January,All India,Combined,Health,Inpatient care services,Inpatient curative and rehabilitative services,Inpatient curative and rehabilitative services,Hospital and nursing home charges,06.3.1.0.2.01,101.26,*,N
2024,Current,2025,January,All India,Combined,Health,Other health services,Diagnostic imaging services and medical laboratory services,Diagnostic imaging services and medical laboratory services,"X-ray, ECG and pathological test",06.4.1.0.2.01,101.10,*,N
2024,Current,2025,January,All India,Combined,Transport,Purchase of vehicles,Motor cars,Motor car and jeep,Motor car and jeep,07.1.1.1.1.01,101.20,*,N
2024,Current,2025,January,All India,Combined,Transport,Purchase of vehicles,Motorcycles,Motor cycle and scooter,Motor cycle and scooter,07.1.2.0.1.01,101.85,*,N
2024,Current,2025,January,All India,Combined,Transport,Purchase of vehicles,Bicycles,Bicycle,Bicycle,07.1.3.0.1.01,101.77,*,N
2024,Current,2025,January,All India,Combined,Transport,Operation of personal transport equipment,Parts and accessories for personal transport equipment,Tyres and tubes,Tyres and tubes,07.2.1.1.1.01,102.57,*,N
2024,Current,2025,January,All India,Combined,Transport,Operation of personal transport equipment,Parts and accessories for personal transport equipment,Parts for personal transport equipment,Other transport equipment,07.2.1.2.1.01,101.82,*,N
2024,Current,2025,January,All India,Combined,Transport,Operation of personal transport equipment,Parts and accessories for personal transport equipment,Accessories for personal transport equipment,Helmet,07.2.1.3.1.01,101.50,*,N
2024,Current,2025,January,All India,Combined,Transport,Operation of personal transport equipment,Fuels and lubricants for personal transport equipment,Diesel,Diesel,07.2.2.1.1.01,99.84,*,N
2024,Current,2025,January,All India,Combined,Transport,Operation of personal transport equipment,Fuels and lubricants for personal transport equipment,Petrol,Petrol,07.2.2.2.1.01,99.80,*,N
2024,Current,2025,January,All India,Combined,Transport,Operation of personal transport equipment,Fuels and lubricants for personal transport equipment,Other fuels for personal transport equipment,Other natural gas (CNG),07.2.2.3.1.01,102.75,*,N
2024,Current,2025,January,All India,Combined,Transport,Passenger transport services,Passenger transport by railway,Passenger transport by train,Rail fare,07.3.1.1.2.01,100.00,*,N
2024,Current,2025,January,All India,Combined,Transport,Passenger transport services,Passenger transport by railway,Passenger transport by rapid transit and tram,Bus/tram fare: occasional,07.3.1.2.2.01,101.75,*,N
2024,Current,2025,January,All India,Combined,Transport,Passenger transport services,Passenger transport by road,Passenger transport by bus and coach,Bus/tram fare for commuting to work: daily,07.3.2.1.2.01,101.44,*,N
2024,Current,2025,January,All India,Combined,Transport,Passenger transport services,Passenger transport by road,Passenger transport by bus and coach,Bus fare for commuting to work: periodic,07.3.2.1.2.02,101.26,*,N
2024,Current,2025,January,All India,Combined,Transport,Passenger transport services,Passenger transport by road,Passenger transport by taxi and hired vehicle with driver,Taxi fare,07.3.2.2.2.01,101.18,*,N
2024,Current,2025,January,All India,Combined,Transport,Passenger transport services,Passenger transport by road,Passenger transport by taxi and hired vehicle with driver,"Car/bus hired for ceremonial occasion, picnic, etc",07.3.2.2.2.02,101.47,*,N
2024,Current,2025,January,All India,Combined,Transport,Passenger transport services,Passenger transport by road,Passenger transport for students to and from school,"Bus fare for school, college: periodic",07.3.2.3.2.01,100.89,*,N
2024,Current,2025,January,All India,Combined,Transport,Passenger transport services,Passenger transport by road,Passenger transport for students to and from school,"Bus /tram fare for school, college: daily",07.3.2.3.2.02,101.06,*,N
2024,Current,2025,January,All India,Combined,Transport,Passenger transport services,Passenger transport by road,Other passenger transport by road,Auto-rickshaw/e-rickshaw fare,07.3.2.9.2.01,100.96,*,N
2024,Current,2025,January,All India,Combined,Transport,Passenger transport services,Passenger transport by road,Other passenger transport by road,Rickshaw fare,07.3.2.9.2.02,100.33,*,N
2024,Current,2025,January,All India,Combined,Transport,Passenger transport services,Passenger transport by road,Other passenger transport by road,Other conveyance expenses,07.3.2.9.2.03,100.70,*,N
2024,Current,2025,January,All India,Combined,Transport,Passenger transport services,Passenger transport by air,"Passenger transport by air, domestic",Airfare,07.3.3.1.2.01,115.05,*,N
2024,Current,2025,January,All India,Combined,Transport,Passenger transport services,Passenger transport by sea and inland waterway,Passenger transport by sea and inland waterway,"Steamer, boat fare",07.3.4.0.2.01,101.27,*,N
2024,Current,2025,January,All India,Combined,Transport,Transport services for goods,Postal and courier services,Courier and parcel delivery services,"Postage, couriers and money order",07.4.1.2.2.01,100.12,*,N
2024,Current,2025,January,All India,Combined,Information and communication,Information and communication equipment,Telephone instrument (landline),Telephone instrument (landline),Telephone instrument (landline),08.1.1.0.1.01,99.96,*,N
2024,Current,2025,January,All India,Combined,Information and communication,Information and communication equipment,Mobile handset,Mobile handset,Mobile handset,08.1.2.0.1.01,99.51,*,N
2024,Current,2025,January,All India,Combined,Information and communication,Information and communication equipment,Information processing equipment,"Computers, laptops and tablets including Software",PC/ Laptop/ tablet and other peripherals incl. software,08.1.3.1.1.01,100.52,*,N
2024,Current,2025,January,All India,Combined,Information and communication,Information and communication equipment,Audio-visual devices,Audio-visual devices,Television,08.1.4.0.1.01,99.81,*,N
2024,Current,2025,January,All India,Combined,Information and communication,Information and communication equipment,Audio-visual devices,Audio-visual devices,"Headphone, earphone, ear pod, airpod and bluetooth devices",08.1.4.0.1.02,101.07,*,N
2024,Current,2025,January,All India,Combined,Information and communication,Information and communication equipment,Unrecorded recording media,Unrecorded recording media,Pen-drive and external hard disk,08.1.5.0.1.01,101.66,*,N
2024,Current,2025,January,All India,Combined,Information and communication,Information and communication services,Internet access provision services and online storage services,Internet expenses,Internet expenses,08.3.3.0.2.01,103.36,*,N
2024,Current,2025,January,All India,Combined,Information and communication,Information and communication services,Telephone charges: mobile and landline,Telephone charges: mobile and landline,Telephone charges: mobile,08.3.4.0.2.01,105.31,*,N
2024,Current,2025,January,All India,Combined,Information and communication,Information and communication services,Telephone charges: mobile and landline,Telephone charges: mobile and landline,Telephone charges: landline,08.3.4.0.2.02,100.00,*,N
2024,Current,2025,January,All India,Combined,Information and communication,Information and communication services,Other information and communication services,Subscriptions to streaming services,Cable TV/DTH/set top box,08.3.9.2.1.01,100.88,*,N
2024,Current,2025,January,All India,Combined,Information and communication,Information and communication services,Other information and communication services,Subscriptions to streaming services,Online media service provider/streaming services,08.3.9.2.2.02,100.84,*,N
2024,Current,2025,January,All India,Combined,"Recreation, sport and culture",Recreational durables,Photographic and cinematographic equipment and optical instruments,Camera and photographic equipment,Camera and photographic equipment,09.1.1.1.1.01,99.72,*,N
2024,Current,2025,January,All India,Combined,"Recreation, sport and culture",Other recreational goods,"Games, toys and hobby-related articles",Other goods for recreation,Other goods for recreation,09.2.1.1.1.01,101.08,*,N
2024,Current,2025,January,All India,Combined,"Recreation, sport and culture",Other recreational goods,"Sporting, camping and open-air recreation equipment",Sporting equipment,Sports goods,09.2.2.1.1.01,102.46,*,N
2024,Current,2025,January,All India,Combined,"Recreation, sport and culture",Other recreational goods,"Sporting, camping and open-air recreation equipment",Sporting equipment,Exercise equipment,09.2.2.1.1.02,101.12,*,N
2024,Current,2025,January,All India,Combined,"Recreation, sport and culture",Other recreational goods,"Sporting, camping and open-air recreation equipment",Sporting equipment,Other sports goods,09.2.2.1.1.03,101.89,*,N
2024,Current,2025,January,All India,Combined,"Recreation, sport and culture",Garden products and pets,"Garden products, plants and flowers","Plants, seeds and flowers",Flower (fresh),09.3.1.2.1.01,106.99,*,N
2024,Current,2025,January,All India,Combined,"Recreation, sport and culture",Garden products and pets,Pets and pet products,Pets,Pet animals,09.3.2.1.1.01,101.76,*,N
2024,Current,2025,January,All India,Combined,"Recreation, sport and culture",Recreational services,Recreational and sporting services,Recreational and leisure services,"Other entertainment (mela, fair, picnic, etc.)",09.4.6.1.2.01,100.31,*,N
2024,Current,2025,January,All India,Combined,"Recreation, sport and culture",Recreational services,Recreational and sporting services,Services associated with the practice of sports,"Club, gym, swimming fees and other subscriptions",09.4.6.2.2.01,101.72,*,N
2024,Current,2025,January,All India,Combined,"Recreation, sport and culture",Cultural goods,Musical instruments,Musical instruments,Musical instruments,09.5.1.0.1.01,101.70,*,N
2024,Current,2025,January,All India,Combined,"Recreation, sport and culture",Cultural services,"Services provided by cinemas, theatres and concert venues","Cinema, theatre","Cinema, theatre",09.6.1.0.2.01,101.79,*,N
2024,Current,2025,January,All India,Combined,"Recreation, sport and culture",Cultural services,Photographic services,Photography,Photography,09.6.3.0.1.01,101.13,*,N
2024,Current,2025,January,All India,Combined,"Recreation, sport and culture","Newspapers, books and stationery",Books,Educational books and textbooks,Books/ journals,09.7.1.1.1.01,100.93,*,N
2024,Current,2025,January,All India,Combined,"Recreation, sport and culture","Newspapers, books and stationery",Newspapers and periodicals,Newspapers and periodicals,Newspapers and periodicals,09.7.2.1.1.01,101.03,*,N
2024,Current,2025,January,All India,Combined,"Recreation, sport and culture","Newspapers, books and stationery",Stationery and drawing materials,Stationery and drawing materials,Stationery,09.7.4.0.1.01,101.61,*,N
2024,Current,2025,January,All India,Combined,Education services,Early childhood and primary education,Early childhood and primary education,Primary education,Tuition fees (Primary/Upper Primary class),10.1.0.2.2.01,102.49,*,N
2024,Current,2025,January,All India,Combined,Education services,Secondary education,Secondary education,Secondary education,Tuition fees (Secondary/Upper Secondary class),10.2.0.0.2.01,102.23,*,N
2024,Current,2025,January,All India,Combined,Education services,Higher education,Higher education,Higher education,Tuition fees (Higher education),10.4.0.0.2.01,100.87,*,N
2024,Current,2025,January,All India,Combined,Education services,Education not defined by level,Education not defined by level,Private tutor/ coaching centre and other educational expenses,Private tutor/ coaching centre,10.5.0.1.2.01,100.99,*,N
2024,Current,2025,January,All India,Combined,Education services,Education not defined by level,Education not defined by level,Private tutor/ coaching centre and other educational expenses,Other educational expenses,10.5.0.1.2.02,101.27,*,N
2024,Current,2025,January,All India,Combined,Restaurants and accommodation services,Food and beverage serving services,"Restaurants, cafés and the like","Restaurants, cafés and the like – with full service",Cooked meals,11.1.1.1.1.01,102.74,*,N
2024,Current,2025,January,All India,Combined,Restaurants and accommodation services,Food and beverage serving services,"Restaurants, cafés and the like","Restaurants, cafés and the like – with limited service",Cooked snacks,11.1.1.2.1.01,102.80,*,N
2024,Current,2025,January,All India,Combined,Restaurants and accommodation services,Accommodation services,Accommodation services,"Hotels, motels, inns and similar accommodation services",Hotel lodging charges,11.2.0.1.2.01,101.36,*,N
2024,Current,2025,January,All India,Combined,"Personal care, social protection and miscellaneous goods and services",Personal care,Appliances for personal care,Purchase of appliances for personal care,Other personal goods,13.1.1.1.1.01,101.03,*,N
2024,Current,2025,January,All India,Combined,"Personal care, social protection and miscellaneous goods and services",Personal care,"Other appliances, articles and products for personal care","Other appliances, articles and products for personal care","Toilet soap, body-wash, hand-wash, shower gel and face-wash",13.1.2.0.1.01,101.48,*,N
2024,Current,2025,January,All India,Combined,"Personal care, social protection and miscellaneous goods and services",Personal care,"Other appliances, articles and products for personal care","Other appliances, articles and products for personal care","Perfume, body spray, deodorant and roll-ons",13.1.2.0.1.02,101.25,*,N
2024,Current,2025,January,All India,Combined,"Personal care, social protection and miscellaneous goods and services",Personal care,"Other appliances, articles and products for personal care","Other appliances, articles and products for personal care","Powder, cream, body lotion and moisturizers",13.1.2.0.1.03,102.23,*,N
2024,Current,2025,January,All India,Combined,"Personal care, social protection and miscellaneous goods and services",Personal care,"Other appliances, articles and products for personal care","Other appliances, articles and products for personal care","Toothpaste, mouthwash and toothbrush",13.1.2.0.1.04,101.39,*,N
2024,Current,2025,January,All India,Combined,"Personal care, social protection and miscellaneous goods and services",Personal care,"Other appliances, articles and products for personal care","Other appliances, articles and products for personal care",Hair oil and hair colour,13.1.2.0.1.05,102.02,*,N
